sk_cliente,cliente_id_natural,chartmogul_id,external_id,email,nombre_cliente,empresa,pais_codigo,estado_cliente,lead_status,fecha_cliente_desde,mrr,arr,es_cliente_pago,es_activo,es_churn,es_past_due
1961,cus_cd127fcb-78d2-4571-8bf8-d49a9371915b,257239522,34120125274,contact@rocoilservices.com,rocoilservices.comRoc Oil Services1,rocoilservices.comRoc Oil Services1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1962,cus_ad8da61e-6b75-49da-9e8f-49612e5597e3,257239523,34125205423,contact@sig-mexico.com.mx,sig-mexico.com.mxSmart Industries1,sig-mexico.com.mxSmart Industries1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1963,cus_7345a2a9-5073-4796-a704-102ba9fe4e14,257239524,34129800887,contact@godinezcr.com,godinezcr.comgodinezcr.com1,godinezcr.comgodinezcr.com1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1964,cus_043f9dfa-8e07-4f68-b58b-0d6f176420f9,257239525,34198624108,contact@grupojob.io,grupojob.ioGrupo JOB1,grupojob.ioGrupo JOB1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1965,cus_fa2eed73-bdb7-4bd3-b032-55ca5a3424ed,257239526,34205493066,contact@tecnologiametalica.com,tecnologiametalica.comTM Construcciones1,tecnologiametalica.comTM Construcciones1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1966,cus_6fd27f57-f806-4769-9f12-6fa326c17e0b,257239528,34206115927,contact@edica.co.cr,edica.co.crEdica Ltda1,edica.co.crEdica Ltda1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1967,cus_e067b063-14e1-42e4-b2ee-e7cc27e9cb74,257239530,34232025246,contact@grupoblox.com,grupoblox.comgrupoblox.com1,grupoblox.comgrupoblox.com1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1968,cus_1a2b3e37-83d5-4edb-8a62-bdb72c030afc,257239531,34237656231,contact@vipalacios.com,vipalacios.comVidriería Palacios1,vipalacios.comVidriería Palacios1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1969,cus_dd464dbd-57b3-45f8-8d5a-2a7ceee28f02,257239532,34286893591,contact@enviro.mx,enviro.mxEnviro1,enviro.mxEnviro1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1970,cus_7aa7131f-7082-4fe4-a895-0d0f113e122f,257239534,34296534902,contact@grupomsp.hn,grupomsp.hngrupomsp.hn1,grupomsp.hngrupomsp.hn1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1971,cus_73f3ef76-dff9-4331-9225-97d1b934b143,257239535,34503484332,contact@alcones.com.mx,Alcones,Alcones,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1972,cus_31f36160-3e13-459a-ae49-7345e65ab036,257239539,34508001206,contact@djfkd.com,djfkd.comdjfkd.com1,djfkd.comdjfkd.com1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1973,cus_bcb98df9-4be6-4d02-bdb7-3a8f39835ba8,257239540,34504991062,contact@asingenieriacr.com,asingenieriacr.comasingenieriacr.com1,asingenieriacr.comasingenieriacr.com1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1974,cus_87530c7c-d2d0-4c71-8682-b23f61ffabd5,257239541,34654330953,contact@sinhco.com,sinhco.comsinhco.comsinhco.com22,sinhco.comsinhco.comsinhco.com22,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1975,cus_c320bbd1-1b55-4ed7-9ed7-b02267cfef77,257239542,35017453605,contact@gruposabapa.com,gruposabapa.comgruposabapa.comGrupo Sabapa22,gruposabapa.comgruposabapa.comGrupo Sabapa22,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1976,cus_80382df3-54dd-4854-b317-9ebe64c869fe,257239543,35083674552,contact@mercaintegral12.com,mercaintegral12.commercaintegral12.commercaintegral12.com333,mercaintegral12.commercaintegral12.commercaintegral12.com333,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1977,cus_897efb97-d54d-4fb2-83ce-2fcad64f0e0d,257239544,35037655926,contact@serpip.com,serpip.comserpip.comserpip.com22,serpip.comserpip.comserpip.com22,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1978,cus_2888f814-0d28-4bfd-b08c-d0b7a87df9de,257239545,35040496769,contact@induboscocinas.com,induboscocinas.comINDUBOS1,induboscocinas.comINDUBOS1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1979,cus_b8675e33-4002-451f-a77e-6a822a0338bb,257239546,35043451044,contact@aja.lat,aja.latA1,aja.latA1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1980,cus_6154e54b-cb74-44d0-89a6-e71b2dbf8c2d,257239547,35060232348,contact@erbauer.com.mx,erbauer.com.mxerbauer.com.mxerbauer.com.mx22,erbauer.com.mxerbauer.com.mxerbauer.com.mx22,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1981,cus_ec1b533d-0372-4cc5-a62d-7141a85bf4bb,257239551,35316064383,contact@edifixpanama.com,edifixpanama.comEDIFIX ::  A New Begining2,edifixpanama.comEDIFIX ::  A New Begining2,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1982,cus_8fccc7bc-eef0-4cde-9357-336c7fdb1f17,257239552,35284536743,contact@corporacionayc.com,Corporacion AYC,Corporacion AYC,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1983,cus_75a07861-2209-41bf-8fa6-aed3c7183b93,257239553,35271259667,contact@grupo-aba.com,grupo-aba.comgrupo-aba.com1,grupo-aba.comgrupo-aba.com1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1984,cus_88c7cd09-e174-4afa-806a-df110b397fe9,257239554,35275194529,contact@buscocasa.hn,Busco Casa,Busco Casa,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1985,cus_ee03054a-6f02-4edd-8919-74e78c1fec64,257239555,35330322711,contact@dessurmx.com,dessurmx.com2,dessurmx.com2,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1986,cus_01341b45-62a9-4540-af66-deb6b879c057,257239556,35316311578,contact@eekconstructora.com,eekconstructora.comeekconstructora.com1,eekconstructora.comeekconstructora.com1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1987,cus_4a98fe2a-5106-486f-b799-265a9f474949,257239557,35363087222,contact@constructoradelsol.com,constructoradelsol.com,constructoradelsol.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1988,cus_ad0a874a-8434-4cc3-be34-adb76e93b9e8,257239558,35369760020,contact@doblealtura.mx,doblealtura.mxDoble Altura - Real Estate1,doblealtura.mxDoble Altura - Real Estate1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1989,cus_179c29e7-61eb-485a-ba7d-03bb43d10515,257239560,35414766648,contact@volcanosummit.com,Volcano Summit,Volcano Summit,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1990,cus_b04d25d0-aac2-4ed4-a0df-cab254b06c7b,257239561,35410899233,contact@gdlangels.mx,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1991,cus_f4390e34-aab0-4894-9aa8-8e26c67f3dab,257239562,35412069927,contact@coasah.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1992,cus_b66af08f-bda7-4a84-9fe6-bc0d2a2d7e53,257239563,35429253146,contact@multifrio.com,multifrio.comMultifrio1,multifrio.comMultifrio1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1993,cus_95cddc21-e9fc-4de6-bd62-e2646971eed4,257239564,35415576422,contact@daam.com.mx,daam.com.mxdaam.com.mxdaam.com.mx22,daam.com.mxdaam.com.mxdaam.com.mx22,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1994,cus_383363e5-fe1b-4766-9500-931bbb11302c,257239565,35452715301,contact@mrfinch.mx,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1995,cus_f115a2c0-b0c7-48fb-bc0d-e7dd6eb3f2b4,257239566,35430066828,contact@procomer.com,Procomer Costa Rica,Procomer Costa Rica,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1996,cus_9af122b5-7161-4246-afaa-b722768d90be,257239567,35546078036,contact@neoarquitect.com,neoarquitect.comneoarquitect.com1,neoarquitect.comneoarquitect.com1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1997,cus_9b798f40-96df-493f-8cad-df719d9c8d19,257239568,35560320296,contact@alliedis.com,alliedis.comalliedis.comAllied Integration Systems22,alliedis.comalliedis.comAllied Integration Systems22,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1998,cus_d2b6a971-45e2-467a-8c7e-505983189f69,257239569,35618922907,contact@restauranteselzocalo.com,restauranteselzocalo.comrestauranteselzocalo.com1,restauranteselzocalo.comrestauranteselzocalo.com1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
1999,cus_2b85fa2e-a7a0-4dee-8959-a2e962eb4d0c,257239570,35626305107,contact@arqcomsa.com,"Arqcomsa, S.A.","Arqcomsa, S.A.",,New Lead,New Lead,,0.0,0.0,0,0,0,0
2000,cus_30a2730c-a551-42cd-8872-eec455738522,257239571,35627293856,contact@mx.aquituremodelacion.com,mx.aquituremodelacion.commx.aquituremodelacion.comATR22,mx.aquituremodelacion.commx.aquituremodelacion.comATR22,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2001,cus_ba1a6659-54fb-4a66-992d-1d17e1595fb0,257239575,35719031121,contact@vestasoftwaregroup.com,Vesta Software Group,Vesta Software Group,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2002,cus_445e3451-a7bc-4276-b414-4e83bc30db43,257239576,35689193343,contact@aliadas.net,aliadas.netaliadas.netInversiones Aliadas22,aliadas.netaliadas.netInversiones Aliadas22,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2003,cus_c037cc84-c329-452e-ac83-f7c20cf49cc1,257239580,35724525363,contact@dconcrefocc.mx,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2004,cus_6ab89a25-f5ec-4021-87f5-ae00bc41f90e,257239582,35737718359,contact@constructoracountryclub.com,constructoracountryclub.com1,constructoracountryclub.com1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2005,cus_4c7bb579-4054-4fe9-a3b5-a611434e9568,257239583,35727631018,contact@byinstinto.com,Instinto Estudio,Instinto Estudio,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2006,cus_a8df2efe-8f7f-41af-b378-aee534829e0f,257239585,35740514484,contact@gevi.com.mx,gevi.com.mxgevi.com.mxGEVI Soluciones Contra Incendios22,gevi.com.mxgevi.com.mxGEVI Soluciones Contra Incendios22,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2007,cus_3e93db20-ee72-4eae-8eba-60c883d4a0a4,257239586,35757512206,contact@provivienda.mx,provivienda.mx1,provivienda.mx1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2008,cus_937ac8ce-4615-4260-ac0c-dce31336bd8a,257239587,35740912002,contact@profit.lat,profit.latProfit1,profit.latProfit1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2009,cus_ca59213c-54d1-42a8-b23d-dd2ab3b7b7d9,257239588,35755179859,contact@ccdesarrollos.com,ccdesarrollos.comBewater1,ccdesarrollos.comBewater1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2010,cus_5cd45bf8-bc9e-4710-bcd3-f226cb6475d1,257239589,35775960913,contact@cativosoluciones.com,cativosoluciones.com2,cativosoluciones.com2,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2011,cus_641df531-06c1-4370-b988-38c659bc58fa,257239590,35785101097,contact@futumark.mx,futumark.mxFutumark1,futumark.mxFutumark1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2012,cus_80fe7129-973a-48a0-813a-54bc2ef887f5,257239591,35801438037,contact@domoarquitectura.com,domoarquitectura.comDomo Arquitectura1,domoarquitectura.comDomo Arquitectura1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2013,cus_d3c7b558-84ba-4732-a1bf-f8d7eccf722a,257239596,36324923436,contact@promotoraali.com,promotoraali.comPromotora Ali1,promotoraali.comPromotora Ali1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2014,cus_a394e1ed-6ad6-49ff-aea6-df0d411b2b71,257239597,36338693456,contact@iclarquitectos.com,iclarquitectos.comiclarquitectos.comICL Arquitectos22,iclarquitectos.comiclarquitectos.comICL Arquitectos22,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2015,cus_ba670934-c859-4b27-becd-ceaade3b0b26,257239599,36559667363,contact@ingelmec.com,Ingelmec,Ingelmec,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2016,cus_16abd4aa-8caa-4f81-8564-739e36bd4901,257239600,36569235385,contact@google.com,Google,Google,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2017,cus_b1ae9730-c686-4a03-951d-0c909dd5887c,257239601,36621751919,contact@estructurasolsen.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2018,cus_dde90c2f-b0a9-48fa-98f5-5130b527c6c4,257239603,36630474126,contact@planeacionpdc.com.mx,planeacionpdc.com.mxplaneacionpdc.com.mxPlaneación PDC22,planeacionpdc.com.mxplaneacionpdc.com.mxPlaneación PDC22,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2019,cus_dba6bdfa-0fb7-4e7f-851b-4d67f16cb669,257239605,36631643824,contact@cgingenieros.com.mx,cgingenieros.com.mx1,cgingenieros.com.mx1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2020,cus_ef13edfd-286f-497d-9ac7-3f6eeaf9e181,257239608,36942183680,contact@construpazcr.com,Construcciones Paz Alvarez,Construcciones Paz Alvarez,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2021,cus_a84ac449-b872-4221-bc72-d0a2fca242d1,257239609,36941785501,contact@sisp.com.mx,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2022,cus_eabe011f-de78-40ac-899c-9ff483aba89a,257239610,36948909210,contact@grupogramsa.com,grupogramsa.comGRAMSA CONSULTORÍA E INGENIERIA1,grupogramsa.comGRAMSA CONSULTORÍA E INGENIERIA1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2023,cus_7cb6582d-195f-4765-a090-1a272431b39e,257239611,36950900547,contact@nexostudioarquitectura.com,Nexo Studio,Nexo Studio,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2024,cus_7b27eb5e-89c6-4fc1-9eab-4d6ef60baabf,257239612,37000945243,contact@wearesiete.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2025,cus_0b340b9f-2a07-45eb-a72e-88a048f38e6d,257239613,37002192543,contact@arcom-constructora.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2026,cus_9ef3c179-7892-4178-acf1-c2e762e0fce8,257239616,37015411556,contact@prodecon.com.mx,PRODECON,PRODECON,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2027,cus_67421972-3a79-4da7-a207-10708d771894,257239617,37022236004,contact@tjnicaragua.com,TJ Nicaragua,TJ Nicaragua,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2028,cus_da5eaad8-dc35-49b1-9635-25e98d7da113,257239619,34863063671,contact@mindco.com.mx,mindco.com.mxmindco.com.mxmindco.com.mx22,mindco.com.mxmindco.com.mxmindco.com.mx22,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2029,cus_43585a63-a0a7-4428-b3ae-899241db2a24,257239620,36953210626,contact@ceibocr.com,Constructora El Ceibo,Constructora El Ceibo,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
2030,cus_573cfa0f-5999-419f-8dcd-00abe8c05c63,257239621,37042046824,contact@ujcv.edu.hn,ujcv.edu.hnUniversidad José Cecilio del Valle1,ujcv.edu.hnUniversidad José Cecilio del Valle1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2031,cus_0adad600-9e6a-488b-849f-b68a41062425,257239622,37098346122,contact@hidraire.cl,Hidraire,Hidraire,CL,New Lead,New Lead,,0.0,0.0,0,0,0,0
2032,cus_2f339368-ff9c-4440-abf8-fbc99e623ca9,257239623,37114087772,contact@itdurango.edu.mx,itdurango.edu.mxITD itdurango1,itdurango.edu.mxITD itdurango1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2033,cus_cda4fe47-5326-40f4-acf1-9315dba423e6,257239624,37151379106,contact@mailbox.in.ua,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2034,cus_2f14564f-b483-409f-963c-caefe84c8372,257239626,37152848446,contact@construkrea.com,construkrea.comconstrukrea.comConstrukrea22,construkrea.comconstrukrea.comConstrukrea22,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2035,cus_045e9006-1efb-49e3-97b0-dff0417dc007,257239627,37158005854,contact@ingenioconcreto.com,ingenioconcreto.comIngenio Concreto1,ingenioconcreto.comIngenio Concreto1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2036,cus_288559cb-aa66-4e1f-bdf7-42e33c0c8e58,257239628,37392167429,contact@insumatcr.com,Insumat,Insumat,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2037,cus_f6517ccc-84ac-4bd4-81fd-d92338185295,257239629,37396591107,contact@cocolpan.com,cocolpan.com1,cocolpan.com1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2038,cus_c2460b54-9074-4c91-9875-424b34c8f9f7,257239630,37405584415,contact@robla.com.mx,Robla,Robla,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2039,cus_0be8380a-490b-4496-a33a-9228cbbb960c,257239631,37406382876,contact@venaorepublic.com,venaorepublic.comVenao Republic1,venaorepublic.comVenao Republic1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2040,cus_f1e4088d-314c-4350-a200-ea2ddad66897,257239632,37443404122,contact@unitransolutions.com,Unitrans Solutions,Unitrans Solutions,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2041,cus_a08d7034-da4e-47d0-9a48-ac652ad3756e,257239633,37443654198,contact@metroproyectos.com,METROPROYECTOS,METROPROYECTOS,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2042,cus_925ca6c6-3077-41a0-a5d4-8a685881b960,257239634,37444740515,contact@iacsacr.net,IACSA Constructora,IACSA Constructora,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2043,cus_3af23c20-d0ac-408f-9760-305fc311cedf,257239635,37444931224,contact@eupsa.net,EUPSA,EUPSA,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2044,cus_e1860f45-4b0b-4744-9e28-56970af4097c,257239636,37447729979,contact@outlook.live.com,outlook.live.comOutlook.com1,outlook.live.comOutlook.com1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2045,cus_5bfd0c11-4526-40b0-84f7-4d137f77fc73,257239637,37453628196,contact@mottavieto.com,Constructora Motta&Vieto,Constructora Motta&Vieto,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
2046,cus_c5b86b4b-796f-4703-9bea-2b82eaab8bf6,257239638,37474424655,contact@beyondspaces.mx,Beyond Spaces,Beyond Spaces,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
2047,cus_7f257788-0bfb-4ddf-b5d9-26e78e263d64,257239639,37459428915,contact@grupoloma.com.mx,Grupo Loma,Grupo Loma,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2048,cus_daf2c460-528b-4a02-88ca-6cd8a8fe8fad,257239640,37482209418,contact@ingenieriavital.com.gt,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2049,cus_fa5dd2d8-7a20-4523-b671-2fcbd656cf7b,257239641,37491753818,contact@grupoanima.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2050,cus_44b0ffc0-8ef0-4d29-8d17-a0c45b712431,257239642,37492991065,contact@grupomadesa.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2051,cus_fb5dd04f-0100-477a-9670-9692f679e190,257239644,37672054322,contact@1970.com,1970.com1,1970.com1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2052,cus_57d18578-9317-4db5-be8b-7d911e3d3dad,257239645,37676714137,contact@subyl.com,Subyl,Subyl,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2053,cus_cf6685aa-6fb2-4ee3-a142-6cb9305d6b53,257239648,37965286004,contact@test.com,TEST,TEST,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2054,cus_161d0bbe-4e43-48df-aa90-88b8b7ceeb3c,257239649,37979258919,contact@cristina.co.cr,cristina.co.cr1,cristina.co.cr1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2055,cus_1db395ec-3b68-4f38-8201-f3fd8a5a5a50,257239650,38053649681,contact@naveta.com.mx,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2056,cus_bd9c6c05-9d08-4ac4-b1fc-0396bbefab22,257239651,38108170014,contact@siscomd.com,siscomd.com1,siscomd.com1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2057,cus_b2ce2a21-8353-4931-afba-a1ee94c1fdc2,257239652,37984065114,contact@chavezespejo.com,chavezespejo.com1,chavezespejo.com1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2058,cus_3bb555a3-38ab-487e-966d-86666444276f,257239653,38117727320,contact@victorheras.es,GANAR DINERO CON LAS REDES SOCIALES,GANAR DINERO CON LAS REDES SOCIALES,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2059,cus_bc1a5800-9f5d-46c0-87fc-0b9fabc08829,257239654,38122374715,contact@fmviales.com,fmviales.comFM VIALES1,fmviales.comFM VIALES1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2060,cus_7a81f6b2-4304-4f57-9736-c37e4898c470,257239656,29631543591,contact@construtoracoinsa.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2061,cus_f6563248-f37a-430c-b582-290149bcef92,257239657,32055378727,contact@ideasucre.com,ideasucre.com,ideasucre.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2062,cus_37399e6a-422b-41a7-864f-882360f3eb67,257239658,28454290572,contact@anarquitectura.mx,anarquitectura.mxAn Arquitectura1+52 834 103 0666Mexico,anarquitectura.mxAn Arquitectura1+52 834 103 0666Mexico,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
2063,cus_d132fdf8-9860-4c2a-9727-64dd5fefb631,257239659,27508831778,,URBINO Real Estate1,URBINO Real Estate1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2064,cus_f43175bb-eec5-4bae-b4e6-b72e508d56f4,257239660,26131552894,contact@c21cubo.com,Cubo,Cubo,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
2065,cus_92ab6630-d569-45c8-be83-b899ef965d1a,257239661,25346188461,contact@areadesarrollos.mx,areadesarrollos.mxArea Desarrollos1Mexico,areadesarrollos.mxArea Desarrollos1Mexico,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
2066,cus_4d50bfd7-c3be-4663-9077-8ee15e292c43,257239662,23542453906,contact@arpegio.com.mx,arpegio.com.mx,arpegio.com.mx,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2067,cus_5f37bb70-bd81-43e4-9df8-769c214004eb,257239663,28752496495,contact@coycorq.com,coycorq.comcoycorq.com1,coycorq.comcoycorq.com1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2068,cus_48d1c7eb-8a12-468c-be7a-1637675ec050,257239664,32221533082,contact@me.mx,me.mxme.mx1,me.mxme.mx1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2069,cus_2a577f00-50cd-4257-b12a-3f5eb3ff8e24,257239665,23630960190,contact@idepsagt.com,idepsagt.com,idepsagt.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2070,cus_36ef024f-2b5f-4c97-8cb6-becc2fe7444b,257239666,26200101235,contact@tek-experts.com,Tek Experts,Tek Experts,US,New Lead,New Lead,,0.0,0.0,0,0,0,0
2071,cus_06ad3cd7-21e1-4397-94c7-d154e5d283c9,257239667,31177234789,contact@ingenieriacr.com,ingenieriacr.com,ingenieriacr.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2072,cus_0751dc01-ef51-45e1-b6a1-bf8513b8c20e,257239668,23125717428,contact@totalrepair.cl,totalrepair.cl,totalrepair.cl,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2073,cus_36a9fb52-f14e-4ad2-aeaa-67b6756ea7d8,257239669,23339254423,contact@soberanto.com,soberanto.comsoberanto.com22,soberanto.comsoberanto.com22,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2074,cus_e87ae0e0-0e6c-43e0-a4e1-6f9e5b1bf029,257239670,32043600992,contact@grupoas5.com,grupoas5.com,grupoas5.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2075,cus_32988f8b-c307-483b-a72c-9e6b36ff71d0,257239671,28942005112,contact@dhomx.com,dhomx.comDHO Mexico1,dhomx.comDHO Mexico1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2076,cus_a368931f-2729-4d58-87f5-1856378f5da9,257239672,28538998583,contact@asa-promotios.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2077,cus_f36e3911-0cd6-430e-8742-0a37969c6614,257239673,25740115120,contact@3lineasarquitectura.com,3 Lineas Arquitectura,3 Lineas Arquitectura,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
2078,cus_ed52d235-006d-449a-9eb4-43856fd99241,257239674,26126231813,contact@dalabcr.com,dalabcr.com,dalabcr.com,US,New Lead,New Lead,,0.0,0.0,0,0,0,0
2079,cus_64e14790-6cfe-49f1-a269-ec0eeb868104,257239675,22760805763,contact@hhr.co.cr,hhr.co.crMovimientos de Tierra HHR1Costa Rica,hhr.co.crMovimientos de Tierra HHR1Costa Rica,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
2080,cus_4e4f8207-61e8-4111-8283-436ebdaedc15,257239676,22989033293,contact@601.mx,601.mx,601.mx,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
2081,cus_b4e77bc4-b77c-49ea-a440-d5913d1218ac,257239677,22827291554,contact@gmail.cl,gmail.cl,gmail.cl,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2082,cus_8706fd42-d1c0-4c17-889c-d162e4782795,257239678,31468053058,contact@barba.cc,barba.ccbarba.cc1,barba.ccbarba.cc1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2083,cus_364b6374-f8a4-4a28-930f-bdbe93927f47,257239679,31041270548,contact@hotmail.com.mx,hotmail.com.mx,hotmail.com.mx,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
2084,cus_1b0c2091-5f4d-49b4-82f5-87d3d44993b4,257239680,26185006988,contact@callhippo.com,CallHippo,CallHippo,US,New Lead,New Lead,,0.0,0.0,0,0,0,0
2085,cus_4e38982e-9f50-4ed6-84f4-f680b8e3fe82,257239681,26262646901,contact@renovacreto.com,renovacreto.comRenovacreto1Mexico,renovacreto.comRenovacreto1Mexico,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
2086,cus_2dee5f73-dfdf-414b-a4c2-d8cd63d42ccf,257239682,30736567126,contact@alumni.ipade.mx,alumni.ipade.mxIPADE Business School1Mexico,alumni.ipade.mxIPADE Business School1Mexico,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
2087,cus_375b6e51-714b-4b66-9340-83052b34cf31,257239683,22508895091,contact@presbere.com,presbere.com,presbere.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2088,cus_8ac71241-0e60-4803-88b4-6019d9314dd6,257239684,26986448176,contact@argconstructora.com,argconstructora.comArgcontructora1,argconstructora.comArgcontructora1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
2089,cus_53c7af62-9cae-4895-bbef-2e951ea1acef,257239685,32268406656,contact@cav.com.mx,Grupo Constructor CAV,Grupo Constructor CAV,,New Lead,New Lead,,0.0,0.0,0,0,0,0
